@relation sentiment_vector

@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute class {True,False}

@data
0.045,0.955,0,-0.0572,True
0.1,0.9,0,-0.5994,True
0,1,0,0,True
0.193,0.807,0,-0.8126,True
0.108,0.756,0.136,0.3182,True
0,0.8,0.2,0.4588,True
0,1,0,0,True
0.165,0.731,0.105,-0.4939,True
0,0.937,0.063,0.4404,True
0.256,0.684,0.06,-0.9217,True
0,1,0,0,True
0.16,0.84,0,-0.7579,True
0.164,0.576,0.259,0.666,True
0.123,0.805,0.072,-0.1027,True
0.045,0.867,0.088,0.6908,True
0.125,0.875,0,-0.5927,True
0.185,0.705,0.11,-0.4404,True
0,0.504,0.496,0.87,True
0.072,0.928,0,-0.4215,True
0,0.635,0.365,0.9773,True
0.104,0.896,0,-0.6956,True
0,0.959,0.041,0.2168,True
0.051,0.743,0.206,0.7712,True
0.071,0.929,0,-0.6597,True
0.165,0.771,0.065,-0.4215,True
0,1,0,0,True
0.122,0.878,0,-0.6124,True
0.038,0.823,0.139,0.6478,True
0.094,0.836,0.07,-0.264,True
0.131,0.743,0.126,-0.0516,True
0.251,0.617,0.132,-0.4404,True
0,0.805,0.195,0.8807,True
0,1,0,0,True
0,0.876,0.124,0.6249,True
0.138,0.764,0.097,-0.25,True
0.221,0.698,0.081,-0.5859,True
0.082,0.863,0.055,-0.3182,True
0,0.68,0.32,0.765,True
0.178,0.769,0.053,-0.6369,True
0.126,0.82,0.055,-0.3818,True
0.078,0.922,0,-0.4215,True
0.053,0.625,0.322,0.9392,True
0.062,0.938,0,-0.3182,True
0.049,0.774,0.178,0.6705,True
0.222,0.677,0.101,-0.7717,True
0.123,0.806,0.072,-0.7406,True
0.059,0.825,0.116,0.3468,True
0,0.769,0.231,0.8885,True
0.073,0.927,0,-0.4404,True
0,0.888,0.112,0.7003,True
0.183,0.817,0,-0.765,True
0.468,0.532,0,-0.9856,True
0,1,0,0,True
0,0.851,0.149,0.3869,True
0,0.629,0.371,0.7096,True
0.068,0.732,0.201,0.7096,True
0.22,0.562,0.217,0.2124,True
0.053,0.837,0.11,0.4215,True
0,1,0,0,True
0.162,0.753,0.085,-0.6908,True
0.067,0.78,0.153,0.6138,True
0.074,0.926,0,-0.4019,True
0.371,0.629,0,-0.949,True
0.161,0.839,0,-0.8862,True
0,0.947,0.053,0.0772,True
0.07,0.739,0.19,0.5267,True
0,1,0,0,True
0,0.679,0.321,0.8364,True
0,1,0,0,True
0.05,0.64,0.31,0.7707,True
0,1,0,0,True
0,1,0,0,True
0,0.758,0.242,0.4939,True
0.228,0.772,0,-0.6808,True
0.193,0.807,0,-0.4767,True
0.081,0.842,0.077,-0.0258,True
0.06,0.878,0.062,0.0258,True
0.159,0.725,0.116,-0.128,True
0,0.885,0.115,0.5859,True
0.086,0.748,0.166,0.3911,True
0,0.847,0.153,0.5859,True
0.359,0.641,0,-0.9657,True
0.031,0.786,0.183,0.7906,True
0.32,0.68,0,-0.9349,True
0.258,0.595,0.147,-0.34,True
0,0.904,0.096,0.5106,True
0,0.57,0.43,0.9574,True
0.034,0.923,0.044,0.1027,True
0,1,0,0,True
0,0.948,0.052,0.2609,True
0.02,0.792,0.188,0.9423,True
0.025,0.833,0.142,0.7351,True
0.185,0.815,0,-0.7783,True
0.066,0.934,0,-0.296,True
0.047,0.93,0.023,-0.2382,True
0,0.975,0.025,0.0258,True
0.115,0.885,0,-0.5994,True
0.073,0.927,0,-0.3818,True
0,1,0,0,True
0.08,0.747,0.173,0.6705,True
0,0.925,0.075,0.25,True
0.052,0.776,0.172,0.4215,True
0.066,0.737,0.197,0.4751,True
0.048,0.952,0,-0.264,True
0.078,0.922,0,-0.296,True
0.268,0.732,0,-0.9201,True
0,0.902,0.098,0.5719,True
0.011,0.954,0.036,0.5859,True
0,0.922,0.078,0.3182,True
0.06,0.88,0.06,0,True
0.028,0.972,0,-0.0516,True
0.142,0.858,0,-0.5859,True
0.104,0.82,0.076,-0.0864,True
0,1,0,0,True
0.222,0.778,0,-0.8658,True
0.151,0.849,0,-0.5875,True
0,1,0,0,True
0.089,0.84,0.071,-0.2732,True
0,0.828,0.172,0.7404,True
0.055,0.755,0.19,0.765,True
0.083,0.859,0.059,-0.2023,True
0.224,0.776,0,-0.8658,True
0,1,0,0,True
0,0.946,0.054,0.1779,True
0,0.574,0.426,0.8977,True
0.225,0.655,0.12,-0.4404,True
0,1,0,0,True
0,0.881,0.119,0.4767,True
0,1,0,0,True
0.051,0.742,0.206,0.7717,True
0.111,0.889,0,-0.7393,True
0.054,0.919,0.027,-0.3818,True
0,0.859,0.141,0.6597,True
0,0.817,0.183,0.8074,True
0,1,0,0,True
0,1,0,0,True
0,0.938,0.062,0.7703,True
0.083,0.704,0.213,0.7574,True
0,1,0,0,True
0.277,0.723,0,-0.8979,True
0,1,0,0,True
0,1,0,0,True
0.061,0.73,0.209,0.7269,True
0.035,0.942,0.023,-0.1406,True
0.051,0.877,0.072,0.2144,True
0,0.83,0.17,0.8708,True
0,1,0,0,True
0,0.903,0.097,0.5621,True
0.186,0.814,0,-0.7184,True
0,0.858,0.142,0.7269,True
0.242,0.737,0.021,-0.9598,True
0,1,0,0,False
0.307,0.615,0.078,-0.765,False
0,0.769,0.231,0.6369,False
0.124,0.876,0,-0.3724,False
0,0.787,0.213,0.4019,False
0.234,0.451,0.316,0.25,False
0,0.727,0.273,0.25,False
0.244,0.756,0,-0.4404,False
0,1,0,0,False
0,0.833,0.167,0.3818,False
0.179,0.821,0,-0.2924,False
0.102,0.898,0,-0.1779,False
0,0.849,0.151,0.4939,False
0.169,0.776,0.054,-0.7096,False
0.058,0.82,0.122,0.4939,False
0.148,0.852,0,-0.3818,False
0.244,0.756,0,-0.4404,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.283,0.543,0.174,-0.6124,False
0,1,0,0,False
0,0.797,0.203,0.4215,False
0.12,0.88,0,-0.6808,False
0.371,0.629,0,-0.7096,False
0,1,0,0,False
0.2,0.8,0,-0.3597,False
0,0.916,0.084,0.5013,False
0.286,0.714,0,-0.5859,False
0,1,0,0,False
0,0.764,0.236,0.5267,False
0.213,0.725,0.063,-0.6249,False
0.341,0.507,0.152,-0.5574,False
0.07,0.821,0.108,0.2528,False
0,1,0,0,False
0.425,0.575,0,-0.9766,False
0,1,0,0,False
0.24,0.64,0.12,-0.3612,False
0.369,0.631,0,-0.4767,False
0.052,0.866,0.082,0.1027,False
0.15,0.85,0,-0.3182,False
0.103,0.897,0,-0.128,False
0,0.916,0.084,0.0258,False
0,0.884,0.116,0.5574,False
0.237,0.763,0,-0.7506,False
0,0.625,0.375,0.8126,False
0,1,0,0,False
0,1,0,0,False
0.171,0.829,0,-0.4767,False
0,0.939,0.061,0.4215,False
0.064,0.67,0.265,0.7579,False
0.108,0.731,0.162,0.34,False
0,0.764,0.236,0.4019,False
0.106,0.592,0.302,0.743,False
0.174,0.826,0,-0.5859,False
0,0.81,0.19,0.5719,False
0.278,0.722,0,-0.6597,False
0,0.783,0.217,0.3597,False
0.163,0.837,0,-0.4745,False
0,0.785,0.215,0.7964,False
0.224,0.526,0.25,-0.1531,False
0.254,0.746,0,-0.1779,False
0.168,0.832,0,-0.8658,False
0.16,0.84,0,-0.2732,False
0,1,0,0,False
0.106,0.822,0.072,-0.5423,False
0,0.552,0.448,0.7579,False
0,0.73,0.27,0.5719,False
0,0.791,0.209,0.5719,False
0.331,0.514,0.154,-0.4767,False
0.156,0.677,0.167,0.0516,False
0.18,0.82,0,-0.296,False
0,0.791,0.209,0.4404,False
0,1,0,0,False
0,1,0,0,False
0.125,0.771,0.104,-0.1179,False
0,0.815,0.185,0.3612,False
0.141,0.859,0,-0.2023,False
0,1,0,0,False
0,0.815,0.185,0.3612,False
0.071,0.929,0,-0.5423,False
0,0.959,0.041,0.2263,False
0.412,0.588,0,-0.6808,False
0.117,0.883,0,-0.2755,False
0.038,0.962,0,-0.2023,False
0,1,0,0,False
0.181,0.645,0.174,-0.0258,False
0,1,0,0,False
0,0.692,0.308,0.5994,False
0.109,0.579,0.312,0.743,False
0.141,0.859,0,-0.2023,False
0.229,0.638,0.133,-0.4215,False
0,0.828,0.172,0.4019,False
0,0.791,0.209,0.4404,False
0.271,0.729,0,-0.4039,False
0,1,0,0,False
0.169,0.831,0,-0.5405,False
0.446,0.554,0,-0.9287,False
0,1,0,0,False
0,1,0,0,False
0.227,0.773,0,-0.6486,False
0.286,0.714,0,-0.34,False
0,0.921,0.079,0.4767,False
0,0.817,0.183,0.5859,False
0.04,0.902,0.058,0.0258,False
0,1,0,0,False
0,0.787,0.213,0.4019,False
0,1,0,0,False
0.213,0.787,0,-0.4019,False
0.071,0.929,0,-0.2263,False
0,0.789,0.211,0.4939,False
0.273,0.547,0.18,-0.5267,False
0,0.815,0.185,0.3612,False
0,1,0,0,False
0,0.744,0.256,0.6705,False
0,1,0,0,False
0,0.897,0.103,0.1531,False
0,1,0,0,False
0.094,0.906,0,-0.4404,False
0,1,0,0,False
0.119,0.831,0.05,-0.4754,False
0.18,0.82,0,-0.5106,False
0.099,0.901,0,-0.296,False
0,0.349,0.651,0.9042,False
0.115,0.752,0.133,0.1027,False
0.3,0.7,0,-0.7717,False
0,0.812,0.188,0.4588,False
0,0.767,0.233,0.7845,False
0.14,0.86,0,-0.7691,False
0.162,0.838,0,-0.6597,False
0.182,0.818,0,-0.4404,False
0.186,0.437,0.377,0.5423,False
0,1,0,0,False
0.085,0.847,0.068,-0.1531,False
0.129,0.647,0.223,0.3182,False
0.075,0.925,0,-0.4588,False
0.156,0.603,0.241,0.1779,False
0.128,0.751,0.121,-0.128,False
0,0.922,0.078,0.5574,False
0.232,0.645,0.123,-0.4019,False
0,1,0,0,False
0.048,0.858,0.094,0.1779,False
0,0.93,0.07,0.4215,False
0.063,0.807,0.13,0.3182,False
0.188,0.812,0,-0.7184,False
0.307,0.596,0.096,-0.6808,False
0,1,0,0,False
0,0.65,0.35,0.5106,False
0,0.738,0.262,0.4939,False
0.124,0.772,0.104,-0.1531,False
0,1,0,0,False
0.105,0.726,0.169,0.2023,False
0.195,0.805,0,-0.1761,False
0.07,0.639,0.291,0.7845,False
0,1,0,0,False
0.214,0.786,0,-0.4588,False
0.513,0.448,0.039,-0.9578,False
0,0.863,0.137,0.8059,False
0.115,0.802,0.083,-0.4404,False
0,0.909,0.091,0.0772,False
0.257,0.743,0,-0.4215,False
0,1,0,0,False
0.217,0.667,0.116,-0.6705,False
0.283,0.696,0.021,-0.9531,False
0,1,0,0,False
0.205,0.795,0,-0.2023,False
0,0.94,0.06,0.4019,False
0,1,0,0,False
0.211,0.789,0,-0.4939,False
0,1,0,0,False
0,1,0,0,False
0.05,0.738,0.211,0.891,False
0,0.769,0.231,0.4019,False
0,0.783,0.217,0.3612,False
0.142,0.8,0.058,-0.4019,False
0.199,0.801,0,-0.357,False
0,1,0,0,False
0.4,0.6,0,-0.6124,False
0,0.711,0.289,0.6908,False
0,0.745,0.255,0.34,False
0,0.691,0.309,0.7003,False
0,1,0,0,False
0.504,0.496,0,-0.7964,False
0,1,0,0,False
0,0.818,0.182,0.7269,False
0,1,0,0,False
0,0.735,0.265,0.5574,False
0,1,0,0,False
0,0.745,0.255,0.5859,False
0,1,0,0,False
0,1,0,0,False
0.168,0.73,0.102,-0.5719,False
0,0.87,0.13,0.128,False
0.243,0.675,0.081,-0.5584,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.309,0.691,0,-0.7003,False
0,1,0,0,False
0,0.976,0.024,0.128,False
0.136,0.864,0,-0.296,False
0,1,0,0,False
0.257,0.743,0,-0.5859,False
0.257,0.743,0,-0.5859,False
0,0.916,0.084,0.0258,False
0,0.699,0.301,0.8225,False
0,1,0,0,False
0,0.632,0.368,0.8519,False
0.301,0.42,0.28,-0.0772,False
0,1,0,0,False
0,0.727,0.273,0.4588,False
0,0.815,0.185,0.3612,False
0,1,0,0,False
0,0.719,0.281,0.5994,False
0,0.904,0.096,0.1531,False
0,1,0,0,False
0.179,0.547,0.274,0.2263,False
0,1,0,0,False
0,1,0,0,False
0.159,0.671,0.171,0.0516,False
0,1,0,0,False
0,1,0,0,False
0.278,0.722,0,-0.4019,False
0,1,0,0,False
0,1,0,0,False
0,0.821,0.179,0.3843,False
0.25,0.75,0,-0.4588,False
0.166,0.442,0.392,0.4767,False
0.328,0.672,0,-0.4404,False
0.118,0.683,0.199,0.3182,False
0.304,0.696,0,-0.5859,False
0.211,0.789,0,-0.34,False
0.147,0.853,0,-0.2263,False
0,1,0,0,False
0,1,0,0,False
0.394,0.493,0.113,-0.6124,False
0,0.706,0.294,0.6124,False
0,0.816,0.184,0.5256,False
0,0.651,0.349,0.7096,False
0.197,0.803,0,-0.4019,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.488,0.403,0.11,-0.8839,False
0,0.682,0.318,0.6801,False
0,0.813,0.187,0.3182,False
0,1,0,0,False
0,0.838,0.162,0.4019,False
0.144,0.856,0,-0.2924,False
0.156,0.638,0.206,0.1779,False
0,0.805,0.195,0.4404,False
0.292,0.595,0.113,-0.4588,False
0.127,0.823,0.051,-0.5574,False
0.108,0.892,0,-0.6908,False
0,1,0,0,False
0,1,0,0,False
0,0.893,0.107,0.34,False
0,1,0,0,False
0.14,0.86,0,-0.7889,False
0,0.84,0.16,0.2732,False
0.091,0.833,0.076,-0.1531,False
0.156,0.844,0,-0.34,False
0,0.944,0.056,0.3919,False
0.202,0.798,0,-0.5106,False
0.155,0.63,0.215,0.2782,False
0.492,0.508,0,-0.7003,False
0.082,0.639,0.279,0.8271,False
0,0.774,0.226,0.4215,False
0,0.801,0.199,0.7717,False
0,1,0,0,False
0.083,0.833,0.083,0,False
0.14,0.86,0,-0.4767,False
0,1,0,0,False
0,0.87,0.13,0.128,False
0,0.943,0.057,0.3818,False
0.195,0.683,0.122,-0.3597,False
0,1,0,0,False
0,1,0,0,False
0,0.927,0.073,0.3818,False
0,0.891,0.109,0.7269,False
0.322,0.546,0.131,-0.5423,False
0,1,0,0,False
0.056,0.843,0.1,0.2732,False
0,1,0,0,False
0.055,0.874,0.071,0.1779,False
0,0.708,0.292,0.765,False
0.191,0.809,0,-0.8653,False
0.2,0.8,0,-0.4588,False
0.177,0.615,0.208,0.0516,False
0,0.833,0.167,0.2023,False
0.202,0.798,0,-0.5106,False
0,1,0,0,False
0.206,0.67,0.124,-0.3804,False
0.076,0.859,0.065,-0.0772,False
0,1,0,0,False
0.2,0.8,0,-0.8396,False
0.168,0.693,0.139,-0.1513,False
0.316,0.684,0,-0.5719,False
0.096,0.904,0,-0.1531,False
0,0.741,0.259,0.5423,False
0.357,0.52,0.123,-0.743,False
0.184,0.816,0,-0.4019,False
0,1,0,0,False
0.237,0.763,0,-0.4767,False
0.03,0.921,0.049,0.1761,False
0,0.796,0.204,0.3182,False
0,0.762,0.238,0.6204,False
0,1,0,0,False
0,0.952,0.048,0.25,False
0.046,0.92,0.034,-0.128,False
0,1,0,0,False
0,1,0,0,False
0,0.946,0.054,0.25,False
0,1,0,0,False
0.12,0.57,0.31,0.4588,False
0,0.847,0.153,0.2023,False
0,1,0,0,False
0.263,0.737,0,-0.9468,False
0,0.769,0.231,0.4019,False
0.2,0.8,0,-0.4588,False
0,1,0,0,False
0,1,0,0,False
0,0.824,0.176,0.128,False
0.3,0.545,0.155,-0.3818,False
0.153,0.847,0,-0.6808,False
0,0.748,0.252,0.5719,False
0.104,0.896,0,-0.2732,False
0.074,0.684,0.242,0.4939,False
0,0.885,0.115,0.296,False
0,0.809,0.191,0.3818,False
0.046,0.92,0.034,-0.128,False
0,1,0,0,False
0,0.947,0.053,0.25,False
0,0.791,0.209,0.4404,False
0.323,0.677,0,-0.9769,False
0,0.935,0.065,0.3182,False
0,1,0,0,False
0.133,0.793,0.075,-0.7096,False
0.154,0.714,0.132,-0.1027,False
0,1,0,0,False
0,0.831,0.169,0.6486,False
0,0.812,0.188,0.4588,False
0,0.769,0.231,0.5574,False
0.165,0.688,0.147,0.0511,False
0,1,0,0,False
0,1,0,0,False
0.227,0.601,0.172,-0.4215,False
0.067,0.933,0,-0.3818,False
0.119,0.632,0.249,0.5719,False
0.297,0.541,0.162,-0.25,False
0,1,0,0,False
0,0.861,0.139,0.2716,False
0,1,0,0,False
0,1,0,0,False
0.216,0.784,0,-0.765,False
0.112,0.814,0.074,-0.128,True
0.09,0.771,0.139,0.2263,True
0.079,0.921,0,-0.4767,True
0.213,0.787,0,-0.743,True
0.103,0.836,0.061,-0.128,True
0.053,0.947,0,-0.296,True
0.163,0.716,0.121,-0.2263,True
0.067,0.881,0.052,0.0258,True
0,0.891,0.109,0.4404,True
0,0.871,0.129,0.4767,True
0,0.909,0.091,0.4767,True
0,1,0,0,True
0.035,0.898,0.067,0.3182,True
0.08,0.803,0.117,0.1063,True
0.083,0.825,0.092,0.1531,True
0,0.922,0.078,0.4939,True
0,1,0,0,True
0.061,0.854,0.085,0.2263,True
0.073,0.927,0,-0.3182,True
0.097,0.858,0.045,-0.296,True
0.162,0.669,0.169,0.3291,True
0.136,0.864,0,-0.8519,True
0.345,0.655,0,-0.9584,True
0.042,0.774,0.185,0.875,True
0,1,0,0,True
0.224,0.633,0.143,-0.6628,True
0.047,0.881,0.072,0.1263,True
0,1,0,0,True
0.081,0.813,0.105,0,True
0.059,0.907,0.034,-0.25,True
0.14,0.675,0.185,0.5574,True
0.039,0.809,0.151,0.7041,True
0,0.943,0.057,0.1531,True
0,0.825,0.175,0.7579,True
0.192,0.808,0,-0.9201,True
0.071,0.929,0,-0.25,True
0.092,0.884,0.023,-0.5859,True
0.048,0.913,0.04,-0.1027,True
0.242,0.758,0,-0.765,True
0.125,0.691,0.183,0.5574,True
0,1,0,0,True
0.045,0.909,0.045,0,True
0,0.935,0.065,0.3182,True
0,0.881,0.119,0.6597,True
0.356,0.644,0,-0.9517,True
0.158,0.842,0,-0.7579,True
0,0.927,0.073,0.4995,True
0,0.898,0.102,0.5994,True
0.179,0.821,0,-0.7351,True
0.076,0.924,0,-0.4215,True
0.225,0.665,0.11,-0.6705,True
0.079,0.83,0.091,-0.1027,True
0.184,0.816,0,-0.8689,True
0.124,0.876,0,-0.34,True
0.176,0.749,0.075,-0.6901,True
0.073,0.881,0.047,-0.25,True
0.068,0.932,0,-0.4019,True
0.262,0.738,0,-0.8625,True
0.29,0.665,0.045,-0.9606,True
0,1,0,0,True
0.225,0.712,0.064,-0.8625,True
0.056,0.863,0.081,0.25,True
0.068,0.752,0.18,0.6705,True
0.087,0.768,0.145,0.5106,True
0.09,0.791,0.12,0.34,True
0.058,0.942,0,-0.296,True
0.315,0.633,0.052,-0.9201,True
0.198,0.719,0.084,-0.7717,True
0.148,0.852,0,-0.6808,True
0,0.765,0.235,0.9001,True
0.118,0.882,0,-0.7506,True
0.051,0.868,0.081,0.1779,True
0.098,0.741,0.161,0.4836,True
0,0.965,0.035,0.0772,True
0.048,0.884,0.068,0.2263,True
0.107,0.818,0.075,-0.4588,True
0.104,0.896,0,-0.7003,True
0.153,0.847,0,-0.6808,True
0.196,0.707,0.098,-0.6808,True
0.055,0.802,0.143,0.5423,True
0.305,0.695,0,-0.9578,True
0.089,0.911,0,-0.3818,True
0.223,0.649,0.128,-0.7506,True
0.084,0.916,0,-0.3612,True
0.215,0.682,0.103,-0.8126,True
0.194,0.806,0,-0.7351,True
0.055,0.945,0,-0.2732,True
0,1,0,0,True
0.13,0.87,0,-0.7184,True
0.339,0.591,0.069,-0.8885,True
0.181,0.715,0.104,-0.6486,True
0,0.927,0.073,0.1531,True
0.043,0.957,0,-0.1531,True
0.082,0.918,0,-0.4939,True
0.226,0.728,0.046,-0.7717,True
0.064,0.807,0.13,0.4767,True
0.092,0.81,0.098,0.1027,True
0.13,0.734,0.136,0.0258,True
0,0.748,0.252,0.5719,True
0.133,0.664,0.203,0.1779,True
0.208,0.738,0.054,-0.7964,True
0,0.709,0.291,0.6249,True
0,1,0,0,True
0,0.649,0.351,0.6597,True
0.167,0.833,0,-0.296,True
0.085,0.915,0,-0.4939,True
0.271,0.534,0.195,-0.2484,True
0,1,0,0,True
0.254,0.657,0.09,-0.7579,True
0.274,0.726,0,-0.5267,True
0.08,0.92,0,-0.1027,True
0,0.635,0.365,0.5574,True
0,0.8,0.2,0.4588,True
0.224,0.776,0,-0.3818,True
0.222,0.778,0,-0.7184,True
0,1,0,0,True
0.087,0.75,0.163,0.296,True
0.022,0.74,0.239,0.9337,True
0,0.827,0.173,0.3182,True
0.162,0.838,0,-0.4019,True
0,1,0,0,True
0.211,0.789,0,-0.3415,True
0.187,0.813,0,-0.3182,True
0.12,0.8,0.08,-0.3968,True
0.148,0.551,0.301,0.5574,True
0,0.801,0.199,0.8732,True
0.143,0.857,0,-0.128,True
0.174,0.696,0.13,-0.4404,True
0,0.878,0.122,0.3612,True
0,0.748,0.252,0.7964,True
0.344,0.544,0.112,-0.7783,True
0.247,0.72,0.033,-0.9003,True
0,1,0,0,True
0,1,0,0,True
0.281,0.719,0,-0.7203,True
0,1,0,0,True
0.172,0.828,0,-0.4019,True
0,0.796,0.204,0.3182,True
0.097,0.903,0,-0.4767,True
0.167,0.833,0,-0.25,True
0.178,0.735,0.088,-0.5859,True
0,1,0,0,True
0.078,0.922,0,-0.3182,True
0,1,0,0,True
0.155,0.845,0,-0.296,True
0.224,0.776,0,-0.3818,True
0,1,0,0,True
0.162,0.541,0.297,0.3612,True
0,1,0,0,True
0,1,0,0,True
0,0.806,0.194,0.34,True
0,1,0,0,True
0,0.805,0.195,0.4404,True
0,1,0,0,True
0.171,0.7,0.128,-0.2732,True
0.203,0.797,0,-0.4215,True
0.152,0.848,0,-0.5267,True
0,0.787,0.213,0.4019,True
0.151,0.849,0,-0.836,True
0.45,0.55,0,-0.8689,True
0,1,0,0,True
0,1,0,0,True
0.214,0.786,0,-0.4588,True
0,1,0,0,True
0,0.769,0.231,0.5106,True
0.286,0.714,0,-0.5574,True
0.417,0.583,0,-0.8225,True
0.44,0.56,0,-0.6705,True
0.136,0.864,0,-0.296,True
0.16,0.84,0,-0.2263,True
0.257,0.629,0.114,-0.3612,True
0.102,0.898,0,-0.2057,True
0.296,0.704,0,-0.7096,True
0,0.697,0.303,0.8126,True
0,0.694,0.306,0.6486,True
0,0.738,0.262,0.5994,True
0.156,0.844,0,-0.34,True
0,0.789,0.211,0.4939,True
0.235,0.604,0.161,-0.2732,True
0,1,0,0,True
0.098,0.731,0.171,0.4404,True
0,1,0,0,True
0.098,0.902,0,-0.0772,True
0,1,0,0,True
0,1,0,0,True
0.178,0.685,0.137,-0.1531,True
0,1,0,0,True
0.083,0.917,0,-0.4404,True
0,0.815,0.185,0.7135,True
0,1,0,0,True
0.225,0.775,0,-0.8126,True
0,1,0,0,True
0.31,0.69,0,-0.6705,True
0,1,0,0,True
0.167,0.833,0,-0.296,True
0.355,0.645,0,-0.8271,True
0.193,0.807,0,-0.4767,True
0,0.901,0.099,0.0258,True
0,0.851,0.149,0.4215,True
0,1,0,0,True
0,1,0,0,True
0.405,0.595,0,-0.8176,True
0.291,0.709,0,-0.9393,True
0.238,0.549,0.213,-0.34,True
0.333,0.667,0,-0.6705,True
0.296,0.704,0,-0.7096,True
0.125,0.875,0,-0.25,True
0,1,0,0,True
0,1,0,0,True
0,1,0,0,True
0,0.734,0.266,0.4404,True
0,0.82,0.18,0.5777,True
0,0.884,0.116,0.3612,True
0.191,0.809,0,-0.3818,True
0.323,0.506,0.171,-0.34,True
0,1,0,0,True
0,0.805,0.195,0.4404,True
0.161,0.839,0,-0.3182,True
0,1,0,0,True
0,1,0,0,True
0,1,0,0,True
0,1,0,0,True
0,1,0,0,True
0,1,0,0,True
0.415,0.585,0,-0.8316,True
0.242,0.758,0,-0.4939,True
0.312,0.688,0,-0.6124,True
0,1,0,0,True
0.186,0.814,0,-0.4939,True
0.299,0.701,0,-0.5719,True
0.138,0.658,0.204,0.25,True
0,0.707,0.293,0.6597,True
0.056,0.944,0,-0.25,True
0.318,0.682,0,-0.7902,True
0,0.702,0.298,0.5255,True
0.116,0.884,0,-0.4939,True
0.137,0.863,0,-0.2263,True
0,1,0,0,True
0.373,0.627,0,-0.9231,True
0,1,0,0,True
0.191,0.809,0,-0.5106,True
0,1,0,0,True
0.042,0.765,0.193,0.6731,True
0.379,0.621,0,-0.6705,True
0.144,0.691,0.165,0.1027,True
0,1,0,0,True
0,1,0,0,True
0.149,0.774,0.077,-0.3612,True
0,1,0,0,True
0,0.741,0.259,0.6369,True
0.307,0.662,0.03,-0.9437,True
0,1,0,0,True
0,1,0,0,True
0.094,0.906,0,-0.4588,True
0.202,0.798,0,-0.6486,True
0.357,0.643,0,-0.6124,True
0.139,0.861,0,-0.2732,True
0.223,0.445,0.332,0.4019,True
0,1,0,0,True
0.204,0.696,0.1,-0.34,True
0.091,0.909,0,-0.0772,True
0.294,0.654,0.051,-0.8858,True
0.131,0.811,0.059,-0.3818,True
0.122,0.682,0.196,0.4767,True
0.333,0.667,0,-0.4588,True
0,1,0,0,True
0.108,0.814,0.079,-0.2732,True
0.243,0.658,0.099,-0.4939,True
0.158,0.842,0,-0.4939,True
0,0.822,0.178,0.3818,True
0.032,0.929,0.04,0.128,True
0.117,0.743,0.14,0.2023,True
0.067,0.761,0.173,0.7717,True
0,0.523,0.477,0.802,True
0.184,0.816,0,-0.4019,True
0.187,0.813,0,-0.3182,True
0.115,0.818,0.067,-0.6369,True
0,1,0,0,True
0,0.842,0.158,0.4939,True
0,0.615,0.385,0.8977,True
0,0.778,0.222,0.5719,True
0,0.517,0.483,0.9042,True
0,0.783,0.217,0.5574,True
0,0.812,0.188,0.5719,True
0,1,0,0,True
0.133,0.867,0,-0.3182,True
0,1,0,0,True
0,1,0,0,True
0.219,0.781,0,-0.4215,True
0,0.911,0.089,0.1695,True
0.224,0.664,0.112,-0.8202,True
0,0.558,0.442,0.8176,True
0.2,0.8,0,-0.3612,True
0,1,0,0,True
0,0.847,0.153,0.5859,True
0,0.789,0.211,0.4939,True
0.052,0.76,0.188,0.7083,True
0,0.8,0.2,0.3612,True
0.408,0.592,0,-0.7845,True
0.178,0.561,0.261,0.2003,True
0.217,0.734,0.049,-0.6286,True
0.162,0.838,0,-0.4019,True
0.236,0.764,0,-0.34,True
0,0.833,0.167,0.5574,True
0,0.874,0.126,0.0772,True
0.192,0.808,0,-0.2263,True
0.161,0.839,0,-0.3182,True
0,0.885,0.115,0.144,True
0.07,0.701,0.229,0.7009,True
0,0.662,0.338,0.6249,True
0,0.611,0.389,0.7906,True
0.184,0.816,0,-0.4019,True
0,1,0,0,True
0.161,0.839,0,-0.3612,True
0.239,0.761,0,-0.296,True
0,0.76,0.24,0.6249,True
0,1,0,0,True
0,0.811,0.189,0.4215,True
0,1,0,0,True
0.441,0.559,0,-0.743,True
0,1,0,0,True
0.187,0.518,0.295,0.2732,True
0,1,0,0,True
0.125,0.784,0.09,-0.4215,True
0.171,0.829,0,-0.4767,True
0.517,0.483,0,-0.7579,True
0,0.787,0.213,0.5859,True
0,1,0,0,True
0,1,0,0,True
0,0.909,0.091,0.1779,True
0.097,0.776,0.127,0.1189,True
0,0.787,0.213,0.4019,True
0.253,0.747,0,-0.6597,True
0,1,0,0,True
0,1,0,0,True
0,1,0,0,True
0.171,0.829,0,-0.4767,True
0.219,0.781,0,-0.4939,True
0.132,0.658,0.211,0.2263,True
0,1,0,0,True
0.143,0.857,0,-0.4576,True
0,1,0,0,True
0,0.785,0.215,0.8711,True
0.143,0.857,0,-0.4576,True
0,0.847,0.153,0.2023,True
0.105,0.895,0,-0.4019,True
0.206,0.794,0,-0.5994,True
0,1,0,0,True
